comment_num,content,praise_num
0,湛江昨晚下冰雹，太不可思意了 ​,1
0,旧年噶三月三，计划去桂林最后转线去咗肇庆，结果桂林落冰雹；今天噶三月三，计划去长沙衡山最后转线去咗湛江，结果长沙衡阳横风横雨……躲过一次次，明年请同我扮偶遇！ ​,1
0,广东医的第一场雪，我错过了果然湛江才是真正的南方，在广东其他地区都发来下雪下冰雹冰晶等的贺电时，它仅仅是飘飘雨，所以说湛江人才是真正的南方人啊 ​,1
0,有人说下了雪的地方都要称作北方，那么..    湛江以北的都叫北方（湛江再次捍卫中国大陆最南端的尊严）看着朋友圈各个在晒雪，晒霰，晒冰雹。我还在大湛江冻着 ​,0
0,早上听说下雪了，下冰雹了，可是我们的大湛江没有，只有唿啦啦的北方咆哮着……被窝已被我我的不能在卧老爸养的鸡今天老妈给干掉了，吃了这只鸡，全身暖唿唿的，北方再大，也就这两天的事吧！ |湛江·坡头... ​,0
2,桂林下小冰雹了，对于从小就在湛江长大的我，对此感到万分新奇，但是最希望的还是下大雪。我还没看过雪呢 ​,6
0,我正在看【龙卷风和冰雹袭击湛江 4人死亡22万人受灾】，分享给你，一起看吧！|龙卷风和冰... ​,0
4,我是终于讨厌唿吸了…我是理解不了湛江人是怎么生存下来的…我是不知道这样睡不着的日子还有多久…我是不知道增城那么暴雨湛江你有种给我下个一年半个月急降温零下几度直至下冰雹啊！！！深夜吐槽… ​,4
1,看着这几天广东其他地方又是冰雹又是大雨，湛江愣是憋足了劲一直阴天，今天终于憋不去了，下雨了。 ​,0
0,家那边在下着冰雹，湛江这边缺顶着个大太阳…… ​,0
4,当全世界都在下暴雨冰雹强对流的时候湛江依然是大太阳大蓝天今天的目标本是双层肉的麦辣鸡腿堡而已 结果顺便一个人包场看速7了 |湛江·广东... ​,2
0,广东其他地方都是暴风暴雨打雷冰雹，而湛江[电影]淡然地保持着将近三十度的气温…我该说什么好呢 ╯﹏╰ ​,0
0,周一开始全省大部分地区强降水冰雹神马的 湛江出太阳 我穿T恤 然后微博说湛江这个奇葩不是广东亲生的周二晚上开始 湛江下雨 证明它确实是亲生的周三下雨 停雨 下雨。。。阴凉天在厨房烤饼干是件不错的事曲奇有进步 花纹明显了滴 但是收尾还是丑 要继续努力 ​,0
2,今天上午第二节课突降暴雨的瞬间以为下冰雹了……湛江果然不是广东生的。 ​,0
0,这几天整个广东都在下大雨，飞机停飞，学校停课！冰雹！水浸屋之类的！唯独湛江没事，湛江真的是个好地方！冷，热永远不是广东之最！我想，湛江应该不是广东“亲生”的！ ​,0
0,湛江都好死，成个广东落雨落雪落冰雹，湛江热到开空调 ​,0
0,被称为中国好男人的文章居然出轨，同学们纷纷表示对爱情失去了信心 你们又是如何看待的呢 广东多天来的降雨甚至于下冰雹，弱弱地说句湛江晴空万里~~，于是有人吐槽了湛江是不是广东亲生的呀 哈哈~同学们觉得是不是啊敬请期待今天下午六点二十分的共同关注@陈俊材v @MT--Z @顺利进行时 ​,2
0,答应了踪踪仔湛江下冰雹的话就请她吃寿司拉了勾勾的做不到我吞一千根银针如果不幸我们都已故去的话那么这件事就交给子孙们来做好了 ​,0
1,香港昨天还下冰雹，深圳今天下暴雨，湛江你来跟我解释一下你那29度是怎么一回事 ​,1
14,看着微博每天都在刷广东地区的暴雨冰雹雷，我就好忧伤。凭什么把热力阳光都堆积在湛江！！！好晒好晒好热热。。快把老娘晒死了！！！ ​,0
1,第159天:明天愚人节了，湛江跟广东开了个玩笑，全广东都在下雨下冰雹，这唯独湛江来个烈日当空，这是要背叛广东的节奏吗，我们都怀疑湛江究竟是不是广东亲生的了，要不就是海南的私生子，绝对没错，再不下雨就没话说了，湛江有什么冤屈的下个雨来哭诉吧，不然…… 我在:|101省道 ​,0
0,湛江，你他喵你给我听好了！别人下冰雹，下暴雨的时候你艳阳高照！有种你就在别人放晴的时候继续出太阳！ ​,0
1,1.在广东省各地都在下冰雹雷阵雨的时候 我在被怀疑不是亲生的湛江 吹着空调。2.当所有人都在谈论文章马伊利姚笛婚姻爱情各种事的时候 我在社工实验室拍照听课 两性与婚姻。 ​,1
0,看来湛江真的不是广东亲生的 其他地方又暴雨又冰雹 虽然湛江也撑伞了 ​,0
0,起床，摸手机一瞧，才九点半啊，这么早就热得能烤熟鸭子，窝勒你个去，湛江这是什么鬼天气，人家珠三角还下冰雹讷。醒来第一念头就是“赶紧洗漱去剪头发”，然后傻傻的往北街跑，跑完一遍下来，愣是没一家理发店开门，偶不得不问泥们都经营到凌晨的么，为甚么要这样对偶。好热啊，热死我咧 ​,0
1,老家湛江晴空万里，阳光明媚！除了你以外，广东所有地方都雷暴雨又或者冰雹的，广州也一样暴雨连连，湛江啊，你到底是不是广东她妈亲生的呀~ ​,1
1,当广东各地都下着暴雨和冰雹的时候，湛江却热得闷...... ​,0
0,湛江是广东的一朵奇葩，云浮、佛山都下冰雹了，它还出太阳……我记得前两年，全世界都暴雨成灾了，它依然是一片艳阳天；等全世界都出太阳的时候，它却噼里啪啦地下个没完……非常想念那唯一出太阳的地方 我在这里:|佛山·佛山... ​,0
6,冒着冰雹暴雨，带住疲惫的身躯，都要稳到你—吴川好味来恐龙骨、湛江鸡、沙螺汤、牛杂、炸菜、鸡油饭，全部都好好食好好食好好食！！！温馨提示：讲普通话的请不要来，老细话应付唔离！此外对环境要求极高既童鞋不要来，间野系迂回曲折的城中村里面！最后，记得早d离，唔系无位无野食！ ​,0
6,湛江果然不是亲生的。 别人家阴雨连连还下冰雹，我们湛江却艳阳高照  ​,0
9,天公作美，在东莞听说湛江下大雨，廉江还下冰雹，刚回到廉江没有雨倒是东莞大雨。刚到广西听说连续下了快一个月的雨，我们又没碰到雨~倒是廉江又下了大雨…没碰过雨 我在:|长湖路 ​,0
0,湛江真的是很奇葩。罗定、云浮都下冰雹了。。。 ​,0
0,据说今天广州下大雨了，中山下冰雹了，阳江大雾天气了，可湛江又见夕阳红了奇葩城市果然不同凡响 我在:|银海路 ​,2
0,据说这些天各地都在下雨下冰雹，谢谢湛江还是阳光明媚的！昨晚和二吃大餐，和三应该也会好起来的。即使吵架闹矛盾，我也相信的。至于凤玲，我真的就不奢求了。好啦，振作振作，今天忙起来！还有最后一节课，备课写教案吧！~~~~(>_ ​,0
0,广州那边努力雷雨冰雹中，湛江这边真是阳光明媚， 热气逼人夏天来了！！！ ​,0
0,听说昨天广州下冰雹了，湛江依旧闷热。 ​,0
0,湛江你tm的是脱离了中国了么…到处下雨下冰雹…你却是高温 我在:|金康中路 ​,0
0,又到了四处下雨。一把冰雹。湛江又太阳公公当头照 的日子？虽然出太阳又不热确实挺不错 ​,0
0,白天夏天了一会儿 夜晚开始又转凉了 湛江今晚还下了冰雹 真是奇葩变态的天气 ​,1
1,【[震惊]湛江廉江刚刚下冰雹】网友爆料，廉江刚刚下了冰雹[巨汗]好可怕[崩溃]图via@wsq王思琪- ​,1
6,听讲湛江下冰雹涡。系真吾系呀。死咯。无知我妈有无牵狗回去。无砸中我狗啪~我做嗲甘多年人嗲都没见过湛江有冰雹有雪落过。真系可惜哦。。。 我在:|忠信路 ​,0
1,今天湛江天气很好，而廉江竟然打雷下冰雹下雨。反常了。 我在:|寸金二横路 ​,0
2,灵机一闪果然不靠谱，所以以后拣老公都唔可以相信一见钟情！！[呲牙]湛江六千同东莞嘅味道差好远，D芥兰好似卑冰雹砸过咁，仲要没我最钟意嘅云吞鱼！ 我在这里:|湛江·明润... ​,1
8,湛江居然下冰雹！六月飞霜，莫非有重大冤情？ ​,0
0,俺又错过鸟。汶川地震我还没去过四川，湛江发生百年不遇台风还是冰雹什么的我忘了的时候我跑去了四川上大学，河源地震洒家也feel不到，四川发生大地震俺又在深圳工作了。。。自然灾害总是躲着我呀。每当一个和我有关系的地区发生灾害的时候，我都在另一个城市睡大觉！ ​,0
0,今天湛江暴雨早上像晚上一样灰黑，龙山龙卷风加冰雹。什么日子啊，这么隆重！幸好家人朋友都平安 ​,0
0,湛江这里要不就不下雨，要不就下到下冰雹一样恐怖[雪人][雪人][雪人] ​,0
3,一下车到湛江，肚子万马奔腾，不得不冲进湛师找厕所。期间有个灰常清纯的师妹带我找厕所。幸好，回到家才发烧。盖了两张棉被在抖的时候，它霹雳啪拉的下起了冰雹。你们赶紧回来，湛江要逆天了 ​,0
8,湛江还真要下冰雹 我在:|艺林路 ​,0
6,大家出门要注意了，我收到天气预报说湛江有冰雹。记得出门带伞喔！我有一点期待喔！ ​,1
0,刚刚手机收到湛江冰雹信息大家最好小心点@-番薯毛 @白糖白糖白糖白糖白糖白糖白糖 @H国林__ @我系Y水兴-979 @我不会鲁怎么办 @W-Y-Sen @-HuangShuMin @ -刘星星星@L-建鸿 ​,0
0,刚收到的两个消息：湛江暴雨黄色和雷雨大风黄色预警、湛江冰雹橙色预警。各位同学注意防御啦！ ​,0
0,不要吓我～～待会儿极有可能雷暴雨也就算了，，还湛江可能会有冰雹？？ ​,0
2,湛江终于要下大雨啦！各位小心啊，万一有个冰雹什么的就不好了！@LMDAN敏 @陈家小mei @止于至善-猪家小咪 @泷-玲 @Limin-陈坐等行尸走肉第三季 我在:|富通路 ​,0
9,【月考有感】大考小考何时了，试卷知多少；小城昨夜又东风，成绩不堪回首中。问君能有几多愁?恰似湛江冰雹雷电噼了头。 ​,0
1,好久没下过这么大雨了，想起昨天同学说铺前那里下冰雹了~觉得好恐怖啊~不知道市区这里会不会下呢？？湛江和广州天气怎样？@孙思华不要当夜猫 @逸仔逸仔 华妹，你那里是不是还热的穿短袖呀？ ​,0
0,天气预告话湛江有冰雹，无好来真的啊，我部车车放在露天的啊！ ​,1
0,湛江的网友们很快龙卷风冰雹就要到自己了 出门请做好防护措施 尽量在家不要出门 ​,0
0,新闻的专家一直说现在是强对流天气，广东全省都有暴雨冰雹等。可是粤西尤其雷州半岛自去年冬季以来就干旱到现在。因为没下过半滴雨水，我们很多地方都无法播种，土地空置着。现在是云层密集时候，正适合人工催雨。政府能否像十几年前一样来一次炮兵催雨，给大地解解渴呢？@今日关注记者 @湛江晚报 ​,0
9,难怪这几天各地冰雹什么的，连湛江都是狂风乌云，原来是你这货生日[睡觉]知道查百度对你来说有难度，但是平时多看看儿童启蒙教育、十万个为什么等书还是可以的，不要把傻当天真最后，祝画画与审美水平不断提高，生日快乐~@Nancy呦 ​,1
2,貌似湛江要下冰雹了，果断出门头上要顶着金立手机(铁壳的)或脸盆什么的……@寸金巴士先生 我在:|金康中路 ​,0
0,北京下春雪，东莞下冰雹，湛江来一场雨吧…… ​,0
1,昨天妹子说东莞那里狂风暴雨，还下冰雹。我得瑟的说湛江这里岁月静好，阳光明媚。昨天刚说完，今天湛江就乌云密布，各种降温刮风········希望明天天气变好，期待有一个阳光灿烂的美好周末[阳光]@s慧茹 ​,0
1,看到广东那么多地方下大雨甚至冰雹，太恐怖了。天气预报说湛江明天下雨！！！ ​,0
4,听说浙江广西江西湛江福建都下冰雹了，MINNA桑没被砸坏脑袋吧？【←_←咳，别在意，没见过冰雹的就是这么没见识】@双马尾控的伪宅女_夏夏 @一罐免费的虞子酱 @_sth是已经死掉的兔花orz @Next_吾皇万岁__琉小灵 @废盒子w @叶子绅士ww @千年_幻想 @蓝蓝露姬-改不来名字 @海樱果 @饭团-抱着易拉罐的海欣 ​,0
5,[挖鼻屎]听说东莞下冰雹了。哥表示在湛江晒着曰光浴 ​,0
0,我多么想跟下雨下冰雹地区的人儿说湛江这个鸟不拉屎的地方还可以穿背心短裤晒枕头晒被子哈哈哈 ​,0
5,到处都下雨，甚至下冰雹，就是湛江这个奇葩的地方依然艳阳高照，热死了 ​,0
0,记个流水 湛江早起 返程 高速冰雹 高速事故堵车10公里 晚饭简单快餐吉野家 搬家 短暂暴雨 阳台报平安 微风拂面 床头小夜灯 晚安，睡吧~ ​,0
1,【湛江廉江长山镇遭龙卷风冰雹袭击】14日凌晨4时30分，位于廉江市西北的长山镇遭到龙卷风冰雹袭击，树木被连根拔起或拦腰折断，部分房屋损坏，农作物、养殖业和设施损失严重。这次龙卷风造成71户农民的泥砖瓦结构房子瓦面被掀翻，所幸并没造成人员伤亡。网页链接 ​,0
0,今天终于到家了，下起了冰雹，很冷很冷，湛江永远都没有的寒冷，听说明天下雪，终于了了我的愿望，因为我想看看雪纷飞的样子。家里很温馨，第一张我比较喜欢的角落的图片 ​,0
1,知道图片里飞速掠过镜头前的白色物体是什么吗？是冰雹！洛阳你妹的又下冰雹了！！还打雷！！！腊月啊！！！真正的冬雷阵阵啊！！！@人在湛江_想买狗狗养 ​,0
0,我在看【视频：广东湛江吴川好大的冰雹】：天气反常，什么原因 http://t.cn/zO0niPI （分享自 @优酷原创） ​,0
1,热烈庆祝12.21~祈祷过左12点中国地震，广东海啸，湛江龙卷风，赤坎落冰雹~神阿·如果这个愿望不能实现，你一定要补偿好多好多金币我阿 ​,0
0,#微彩票购彩#我在微彩票购买了2注广东11选5，生肖、星座等带来好财运，@湛江二手车转让 @Cs_King @冰雹正 来幸运选号测财运买双色球，冲击你的500万！http://t.cn/zW91R6J ​,0
0,湛江竟然有下冰雹，可惜我看不到啊……遗憾！ ​,0
3,啊啊啊啊啊啊！去青海湖的路上下冰雹啊！就跟湛江的暴雨一样！太特么爽啦！绝对壮观！地上那些白点点都是哈，童鞋们自己想象。 ​,0
2,每天早上到办公室后例行公事是用风筒吹干路上淋湿的衣服……这雨下了有一个月了吧，何时了，哎。忽飘过昨夜梦中的一个碎片，走在湛江的街上，扑面而来伊犁的冰雹…… ​,0
2,"#在路上,回忆#广东湛江.暴雨啊,冰雹啊,百年不遇的...难忘啊~@疯癫杨_Dy @-_N小胖猪先生 ​",0
11,【实时解读：广东湛江正在接受暴风雨洗礼】今天上午，北部湾形成了一条强降雨带，之后逐渐东移，9：30分以后，这条降雨带开始登陆广东雷州半岛，截至11：30分，几乎整个湛江市都被其笼罩，不少地方出现狂风暴雨，局地遭遇冰雹。雨水短时强度较大，对户外活动造成很大影响。图片来自@Mr-Lzj ​,0
8,有飑线（多个雷暴单体或超级单体侧向排列而成的狭窄对流云带）正至北部湾向东北方向移动，飑线过境处风向急转，风速剧增，气压陡升，气温骤降，常伴有雷暴、暴雨、大风、冰雹和龙卷风等剧烈天气现象。预计2小时后到达湛江，各位同学注意防范了！！！@治锦v ​,0
0,2012年超表态噶一年....四五月份竟然湛江落冰雹....而我，兜兜转转最后竟然又报翻工商？难道真系对工商有缘？希望粒次报考廉江工商局基层工商所可以吐气扬眉！风光回位........内心百感交集，连绵起伏！上天吖！唔好在玩弄我啦......我要安定吖！真真系立业啦！！！ ​,0
5,我知道抱怨得再多也没用，一直劝自己要淡定再淡定…但你妹的，我就快要热死在湛江了！！还要在这个大蒸笼般的课室上课，怎么办怎么办，求雨求冰雹呀！别什么都不关我事 ​,0
0,湛江天气，一出太阳，少说都三十几，一下雨就下冰雹 ​,0
6,[c卖萌]小可爱，你又老一岁了[c娇羞]。今天是你生日湛江应该有下冰雹吧[冰雹] 真心希望曾经的那些不堪回首的记忆统统都替自己清洗了[c委屈]往后要独立，坚强。刀疤敏顺便祝你个老野生日快乐[c亲亲][c悲催][c脸红][c卖萌] @我靓靓你丑丑 再顺便发一张你少为人知的照片[c甩舌头] ​,0
4,湛江，你是怎么了？前几天努力下冰雹，这两天又是“热”力四射！唿，真到夏天咋办呢？伤不起…… ​,0
2,前几天暴雨冰雹，这几天和火炉一样，湛江你敢再热点么？？？ ​,0
0,刚刚听说湛江也会下冰雹.....不是哌。 ​,0
0,遂溪县遂城、黄略镇遭遇罕见冰雹_湛江新闻网 网页链接 （分享自 @湛江新闻网） ​,0
0,冰雹大过砖头 九旬阿婆连说“第一次见” _湛江新闻_图读湛江_碧海银沙 网页链接 （分享自 @碧海银沙官方微博） ​,0
1,#湛江新闻#赤坎消防官兵从深水处背出受困老人：4月27日下午15时，一场强暴雨自北南下袭击港城湛江，强暴雨中还夹着冰雹与闪电，暴雨过后，城市道路一片狼借，低洼地带出现了大量积水。整个救援过程持续了半小时，消防官兵英勇救援得到了事主和周围群众的高度赞扬  ​,0
0,天阿天阿，看到湛江第一视线，昨天下午街道成河道，下冰雹绝对是真的，麻章、遂溪、坡头昨天下午损失惨重阿！真担心真担心，下一个会不会是霞山呢？这几天出门还真得小心 ​,0
1,【广州昨日多地下冰雹 今明雨难歇】昨天13时15分左右，广州再次遭遇昼如黑夜，市区普遍出现了强雷雨，并伴有7～8级阵风。顺德大良、湛江遂溪君出现冰雹。五一小长假前两天，全省多大到暴雨，局部大暴雨；五一当天，恶劣天气有所缓和，改为多云偶有阵雨。网页链接 ​,0
0,"湛江今天不少地方下暴雨冰雹,雷州市区依然烈阳高照! ​",0
0,对@G4落力帮 说：4月27日下午二三点的时候湛江市遂溪县一带下起了冰雹。据说冰雹就有半块砖头那么大，把瓦房全都砸破了，昨时搭建来遮雨的塑料胶纸卖断货了，瓦片由原来的1元/块涨到了2元/块了。电线也遭到了不同程度的损坏？这些………没见有报道？最重要的是政府有没在做灾后的资助工作？求关注。 ​,0
0,13:05出发，离开湛江的辣太阳，躲开罕见的冰雹，寻另一片艳阳天，找另一方大海，体验一番小资情调，五一旅途郊游开始，心情大好，哈哈，做个独行侠… ​,0
4,篮球那么大的冰雹，……广东湛江。老天爷，你让大家情何以堪。 ​,0
2,天啊，2012年世界末日到了，居然广东省湛江下冰雹了！！！！ ​,0
1,昨天又下了 //@Sharetom_Chan: 哇。湛江好大雨啊~都下冰雹了。有图有真相~~ - 原文地址：网页链接 ​,0
0,【五一假期广东全省迎雷雨天气】 五一假期即将开始，无奈天公并不作美，全省各地多雷雨天气，其中北部和珠三角市县的雨势明显。多地出现冰雹，昨日湛江也经历了一场狂风暴雨，电闪雷鸣，造成部分街道内涝，同时要提醒市民，发生雷击的时候，要把家中的电器插座拔掉，以免遭到雷击的破坏。 ​,0
4,近排天气反常，连广州、湛江都落几次冰雹了，难道就快世界末日了？？[震惊][震惊][震惊] ​,0
0,湛江昨天下很大的冰雹，房子都给砸烂，街上成了海上威尼斯，公安局门口成了黄河。 ​,0
5,@诗琳是个昵称 听说湛江今天下冰雹了，你却没看到，没缘分阿[睡觉][睡觉] ​,0
0,话说今天下午湛江这里下冰雹了，长这么大还第一次亲眼见到！ ​,0
0,"湛江罕见的一场冰雹都让我错过了,太不值得了 ​",0
0,湛江五月在下冰雹，沈阳白天似黑夜，杭州多处震动，准备好船票亲 ​,0
0,春雷滚滚大雨倾盆_湛江下冰雹了（分享自 @湛江新闻网） ​,0
0,广东湛江下冰雹，很多瓦房和农作物都严重受损。自然灾害受伤的永远都是农民。真的伤不起了！ ​,0
0,四个月的过去，可是我还是忘记不了，时不时的想起，发现眼角却是湿，今天听说湛江下了冰雹，可惜没有人可以问候了啊，以前都是打个电话回家叫爸爸把你带到我的家里，给你安全，可惜今天想打电话回家问候下，没有了那种感觉了，奶奶。我们好想你啊，你在那里过得好吗？ ​,0
0,湛江市区也会下冰雹？？？？？ ​,0
0,看了，他们的说说，说湛江下冰雹，当时广州1点37分的时候，天气突然变黑了，好像灾难要来临了。。。。。。。。 ​,0
2,湛江下冰雹…真系一个神奇的土地… ​,0
0,湛江今日电闪雷鸣 狂风暴雨 冰雹来袭 网页链接 ​,0
14,今天下午湛江又是台凤暴雨又是下冰雹的、长那么大，还是第一次见下冰雹的、比拳头还大、砸下来的时候连楼层都在响，好可怕呀。 ​,0
0,意外，湛江今天居然下冰雹了，当时雷电交加，我们居然还在淋雨，过瘾阿，不过现在头晕了。 ​,0
1,今天的湛江暴雨夹冰雹，雷电在地上滚，还真犹如世界末日。 ​,0
7,天啊！湛江今天下了一个多小时的冰雹！看来遭殃的东西不少啊！[lxhx失落] ​,0
8,湛江部分地区下手掌大冰雹，明天不要下雨啊啊啊啊 ​,0
0,湛江这雷真恐怖，还下冰雹！ ​,0
1,遂溪真的下了冰雹，，恐怖，雅玛人的预言不会是真的吧？？自然灾害越来越多咧@湛江晚报 @湛江日报 @爱尔兰的成成五一回家注意点哈 ​,0
1,我这乡下人还没有看过冰雹呢，呜呜……错过啦！湛江，第一次感觉想念你 ​,0
0,今天下午3点左右湛江市区出现雷电雨天气，遂溪、赤坎等地区还夹杂着冰雹。现在雨过天晴，但雨后引起多处街道水浸，导致交通堵塞，车主出行多加注意安全。 http://t.cn/zOjjamw ​,0
3,妈妈说今天下午湛江刮十二级大风，还下冰雹把街上很多摩托车吹飞，小车玻璃砸烂，房子里都水浸了，哇，那么大场面可惜我不能当场见证了！如果真的是2012麻烦早点说，好让外地人儿早点回家团聚拉！ ​,0
2,湛江今天下午下冰雹了吗@Physician黄鹏 @ZJTV郭智华 @我要拿破仑蛋糕 ​,0
3,一场带着冰雹的暴雨让湛江市区变成了个水塘……@湛江日报 ​,0
0,湛江都遭遇狂风暴雨，遂溪落冰雹！在呢个钟头里全国各地都进入左暗黑世界！  #Weico拼图# ​,0
4,念无到系湛江都可以见到冰雹!!!拳头甘大!!!呢D仲系碎片~ ​,0
9,湛江，吓死俺啦！寸金更吓死俺啦！（落冰雹喔和馨水浸，第一次甘踩黄泥水，恶心 ​,0
0,据闻湛江下冰雹？？！[挖鼻屎] ​,0
2,湛江大风大雨，行雷闪电，仲落冰雹！！！这世界肿么了？ ​,0
5,听说湛江下冰雹了..?什么时候会下雪啊.....QAQ ​,0
0,湛江又有落冰雹噶迹象出现啦！希望赤坎无啦！ ​,0
2,草地上一点一点白色晶体就是传说中的冰雹勒。湛江赤坎今天下午四点多下起了冰雹。第一次看冰雹的心情就像第一次看见下雪一样样，乏味的办公室立即兴奋起来[雪人] ​,0
0,距湛江还有206公里，高速路下冰雹，好过瘾！！到了湛江霞山再转车到一个叫大岸的地方！ ​,0
0,真是不敢相信老家湛江遂溪竟然下冰雹了 清晰记得前一次是那一是2002年了 清晰记得那时的每一个画面 ........ ​,0
0,近日自然灾害频频降临广东省：湛江徐闻下冰雹 、佛山龙卷风 、惠州、清远水灾.....世界末日的预告。 ​,0
0,广东昨遇强暴风雨袭击局部出现冰雹。连州市58间厂房受损1.8万亩农田受灾房屋倒塌13间直接损失1亿。当地气象局测得风力达14级风速每秒45.5米。直径1米的大树连根拔起，2万平方米厂房损毁如同废墟。同时湛江市徐闻县锦和镇天空突下冰雹，最大一块重30克，20分钟即将当地中学操场全部铺满。 来源南方日报 ​,0
5,哇哇哇湛江徐闻昨天竟然落冰雹 ​,0
2,分享图片 湛江徐闻 锦和镇 降下晶莹剔透的冰雹..[啦啦啦啦][啦啦啦啦]@施韩菁有你就是永恒_ @Lhzhen @伱蕞珍贵_ @Vision-俊毅 ​,0
1,湛江市徐闻县某镇于下午三点四十分左右突然下起冰雹！时长五分钟以上！不管你信不信我就亲眼所见还录制了下来！ ​,0
2,秦日接到妈咪电话.距话湛江附近地区吴川、塘缀、廉江等地落冰雹？吴川仲系落到拳头咁大粒。 唔通真系会有末日吗？ ​,0
0,湛江市廉江下差不多半个小时的冰雹呀，全部的农作物全没了。。[大哭]今年怎么办@广东新闻@今日关注 ​,0
0,话说今天我们湛江吴川等地下起了大冰雹，不知道我那美丽可爱的雷州半岛雷州市东里镇三吉港有没有呢 ​,0
0,湛江雷州半岛下冰雹[bed凌乱][bed凌乱][bed凌乱][bed凌乱] ​,0
1,2012年4月18日9时15分，目的地:湛江；地点：刚出电白，吴川路上；心情：磅礴大雨，打雷、还TMD的下起冰雹，总结四个字---出师不利！ ​,0
0,广东省湛江吴川市落‘足球甘大的冰雹’受灾人口超六万人，损失过亿 http://t.cn/zOOOrNh （分享自 @搜狐视频） ​,0
0,《2012年4月18日 广东湛江吴川局部地区下冰雹》 http://t.cn/zOOWdKH （分享自 @土豆网乐活） ​,0
0,这样的季节下冰雹，2012XXX日快到了下图是湛江吴川冰雹炸伤农作物，上级领导到当地视察图（新闻截图） ​,0
0,这些也许会下冰雹哦，小心点，朋友们！昨天，湛江和吴川等地区就有下了 ​,0
0,吴川市领导要求尽快做好雷暴冰雹灾后工作_湛江新闻网 网页链接 （分享自 @湛江新闻网） ​,0
6,哗，湛江吴川昨天下冰雹，超大颗的，砸下来伤不起啊，天灾，唉…又要忙了… ​,0
2,@小鼠Y--Zz 乐乐，广东不止韶关一个下冰雹了。湛江一个叫吴川的地级市今天早上也下了，我一舍友家就那儿，下了…@轩诗YL 诗婉妹妹，你的感情发展到哪儿了？如果2012真的是世界末日，你要轰轰烈烈爱燃过… ​,0
0,我上传了：【视频：2012年4月18日 广东湛江吴川局部地区下冰雹】http://t.cn/zO0B6cf（来 @优酷网 看我更多精彩视频：网页链接） ​,0
1,4月18日早上8点半左右吴川黄坡受冰雹袭击 网页链接 （分享自 @湛江咕嘟网） ​,0
2,@据明哥老爸报道，百年难遇，家里的鸡宅被吹了，满屋子水，老爸还被冰雹砸了几下。呜呜。。。@龙田兴-LandyLong@穷到裤穿窿的李智艺@康恒健【视频：广东湛江吴川好大的冰雹】 http://t.cn/zO0niPI （分享自 @优酷网） ​,0
0,比Titanic逃亡还慌乱，元气大伤，几天前绍关冰雹雨，今天湛江吴川冰雹雨，越来越相信玛雅预言了。。。 ​,0
4,当粤东粤北的伙伴们在经历风雨雷电冰雹的时候，某些地方已经在阳光的指引下领跑了一下全省最高气温 ​,5
1,【奇闻：高州根子中间堂现短时小冰雹】昨日从凌晨至早上，高州市局部地区雨势较大，山美一带出现短时积水，根子镇中间堂村委局部地方出现短时小冰雹，在强对流天气下，成为当地一时奇闻。记者到现场走访，发现确有其事。据村民介绍，所下冰雹颗粒细小，并无造成任何财产损失。|奇闻:高州... ​,3
4,收到网友发来的爆料，高州根子镇中间堂村今晨出现了冰雹[冰雹]  @广东天气 秒拍视频 . ​,7
3,#小川返图#@茂名吃喝玩乐联名团 还记得前几天我们互相拉票来着。初次联名是有可能会一个人全写了，上次联名也有一个小伙伴是这么写的。。。我觉得小雨写的挺好的！印象最深的就是我们路上遇到冰雹在厕所躲雨了。 |长沙·雨花... ​,1
2,多情的三月，从回南、强对流、冰雹、暴雨等，细数这些走过的日子，天气是那么滴糟糕，今天更有冷空气加入到雨水的战场，气温明显下降，目前气温15℃，比昨天同期的24.3℃，下降了9℃有余。明天又是周五啦，想必大家最关心的便是明天的天气到底如何？其实今天的博文里，小编已经提前剧透，不知大家用关注了没有。（戳图看↓）,3
0,今天走了一转信宜贵子镇，没看到网上所说的下雪，只看到了冰霜冰雹，老黄是在东北出生茂名读书长大的小伙子，是雪是霜雹俺老黄还是可以分辨得出来，地上那些白色的东西在你们家冰箱也是能找得到的早上早早过去一路通畅回来的路上多谢豆腐佬的款待请我们吃了大午餐让我们可以饱饱的飞包茂回到温暖的家！ ​,2
0,为毛茂名没冰雹冰沙雪 |化州市 ​,2
0,广州寻晚下霰（带冰雹（米雪）也算正常！听讲茂名下雪了（图5）ps：做个暖粒粒的早餐醒下神先 ​,0
0,再一次深夜踏上去茂名的火车，寒风，雨水夹带小冰雹，每一次这样的出行都能让自己心理更坚强了一点点，这种史上大寒潮的日子里，我本该是早早回到家，然后躲在温暖的被窝里，温暖，明净，美好，看着大家刷各种媒介平台，讨论着寒潮里的各种不容易，然后躲在被窝里窃窃偷喜，折腾吧，骚年 ​,0
3,菜菜对我好就算了，菜菜的舍友还对我忒好，给我买了饭，还给我买了甜甜圈，说觉得我会喜欢这个，鸡冻一塌煳涂。今天的天气，茂名听说热融了，潮州听说下冰雹，广州听说打雷闪电下雨了。 ​,1
0,亲们，今明天气变化无常，潮汕地区已出现大面积冰雹，预计粤西或茂名今晚将有大雨，天气大变，请尽量将车子停放安全地方。这是今晚我和弟弟做的手抄报@(￣-￣)@感觉还是萌萌哒，哈哈，弟弟习惯就好！！拿去学校，希望能有个优秀奖！哈哈 网页链接 ​,0
